cluster_id,text,post_id,num_posts
post_cluster_257,I've met the girl of my dreams.,"['9q3or8', 'evdc2r', '70ka4n', 'ezmccy', 'jqizhf', 'i8ybj5', '9gb4n4', 'kn7yvh', 'essy9u', 'mzy7wr', 'dbnvve']",11
post_cluster_258,I finally got a Nintendo Switch!,"['9mzag2', 'gudo6n', '7myak6', 'fmv63c', '7bxcah', '68zcg5', 'a19vlh', 'goxyag', '88p3tx', 'e3g10m', 'h996tf']",11
post_cluster_259,I am feeling so happy right now!!,"['8zchr5', 'lxhr2b', 'hit:11879_conv:23758_uttr:1', '96pnpc', '7olmzg', 'cipl7o', '95iy96', 'hit:3268_conv:6536_uttr:1', 'hit:5644_conv:11289_uttr:1', '5ruiqo', 'f6pwli']",11
post_cluster_260,How do you like to cheer yourself up?,"['8ncfmj', '7r0ult', '80k5m3', '9yy50j', '6wm1kk', 'bfkqhd', 'b5akez', '6r6x47', '6kdgeb', 'bjam6t', '6jhds5']",11
post_cluster_261,How did you choose your major/career?,"['7otq26', '6lmmwv', '6g8iqj', '5mt366', '64o1yh', 'ocjng0', '7cbpxd', '6q04gs', 'cpxxke', 'ep1q8s', 'a1fu3m']",11
post_cluster_262,Where would you like to travel to?,"['7my2fm', '8xrwp8', 'em8vn7', '63cj10', '6hilp8', 'ho13be', 'h9r75u', 'nw6yvt', '72v984', 'gn3nek', 'endjdg']",11
post_cluster_263,I feel a little bit like a failure,"['785377', 'hr5wgz', 'h0eks2', 'hgqpf7', '8ozj9k', 'kenuxd', 'e6diav', 'c80bx3', 'cmagb3', 'cjiouu', 'gcxi94']",11
post_cluster_264,Anybody want to play a game?,"['6xocmi', '647c0a', '6umziq', 'pmxwkb', '8ch0io', 'k17fgt', '80l1yn', 'i22ij3', 'fyzo6q', '8594cs', 'eyd8kh']",11
post_cluster_265,I need words of encouragement.,"['6r96ku', 'dc9vwk', 'qpqtih', '763a6k', 'd3ok20', '9zep8e', 'ea0n3i', '9llsy3', 'cvbeah', 'qyor9e', 'fg752s']",11
post_cluster_266,Let's talk about pets,"['6masyj', '8qu7ap', '7q4758', '6u9ya5', 'b03dh5', '93q1om', '6h42sk', '74syc2', '8x6gxs', '8lpfi6', 'c7zztw']",11
post_cluster_267,Hope your day's been better.,"['6k32eb', 'bw2fqx', '8n93fl', 'eyqnwr', '9af1qa', '5x5x06', '7wz7r2', 'ara4b6', '9gqzk0', 'hlbdt2', '72lia8']",11
post_cluster_268,Things are looking up!,"['5lt7s3', 'amfzdj', 'e5j589', 'ceqf9f', 'buojma', 'laotzu', '7p4qup', 'edth24', 'd6eeja', '9xg77v', 'f5srtv']",11
post_cluster_269,I love dogs as they are so caring.,"['hit:705_conv:1410_uttr:1', '80lzd3', 'a7ty1y', 'fj13w0', '7lh799', '7f5tp9', 'hit:6013_conv:12026_uttr:1', 'g0gf5m', 'irfogq', '61w02p', 'd4vwnw']",11
post_cluster_270,i stubbed my toe this morning,"['hit:4454_conv:8908_uttr:1', 'hit:7106_conv:14213_uttr:1', 'hit:2644_conv:5288_uttr:1', 'hit:6685_conv:13370_uttr:1', 'hit:7077_conv:14154_uttr:1', '7bxp9d', 'hit:9078_conv:18156_uttr:1', 'c73ath', 'hit:4556_conv:9113_uttr:1', 'aq1jp8', '6vh4mz']",11
post_cluster_271,im hoping to win the lottery this weekend,"['hit:6497_conv:12994_uttr:1', 'hit:8510_conv:17021_uttr:1', 'hit:8403_conv:16807_uttr:1', 'hit:7390_conv:14781_uttr:1', 'hit:5157_conv:10314_uttr:1', 'hit:8476_conv:16952_uttr:1', 'hit:9122_conv:18244_uttr:1', 'hit:103_conv:207_uttr:1', 'hit:3462_conv:6925_uttr:1', 'hit:9108_conv:18217_uttr:1', 'hit:5818_conv:11636_uttr:1']",11
post_cluster_272,It brought back so many memories.,"['hit:7657_conv:15315_uttr:1', 'hit:2278_conv:4557_uttr:1', 'hit:3665_conv:7331_uttr:1', 'hit:1734_conv:3468_uttr:1', 'hit:3175_conv:6351_uttr:1', 'hit:7699_conv:15399_uttr:1', 'hit:11319_conv:22638_uttr:1', 'hit:1335_conv:2671_uttr:1', '6v7w3i', 'hit:6533_conv:13067_uttr:1', 'hit:7840_conv:15681_uttr:1']",11
post_cluster_273,I am going to Disney next week!,"['hit:8805_conv:17611_uttr:1', 'hit:2222_conv:4445_uttr:1', '71bpcu', '7kwuv1', 'fb8fqn', 'hit:4932_conv:9864_uttr:1', 'hit:5271_conv:10542_uttr:1', 'hit:4292_conv:8584_uttr:1', '836m1v', 'dhsgs7', 'hit:7849_conv:15698_uttr:1']",11
post_cluster_274,I'm going on a date after a while,"['qf7k87', '89v6s0', '6h36tw', 'bgjnze', 'gvezf9', 'afszmc', '6597os', 'hit:5675_conv:11350_uttr:1', '5xiuxb', '71ui4e']",10
post_cluster_275,Please help!,"['9xprjl', 'e5qo0f', 'gbgw23', '938xw6', '7kogfr', 'i910ao', 'f8z9g2', '9zwbuc', 'g9mjz6', 'pxepuf']",10
post_cluster_276,anyone else notice this?,"['ndzxsx', 'mujlxd', 'bd8g3q', 'anj3c2', 'et03e2', 'fgcd75', '755ujd', 'fhfgof', '67529s', 'pwnjp4']",10
post_cluster_277,Hope everyone is having a good night!,"['lr529e', '6kc5vv', '667lm2', '7t158d', '9ri3jq', 'fb7828', '744fst', '6s308n', '77r1jl', 'epv042']",10
post_cluster_278,I really want a dog,"['k8ezxi', '7lvv2m', '6jihfu', '75762u', 'dxm87g', 'a6rzaw', 'ea4o8e', '613mzn', '9udj31', '71e1i3']",10
post_cluster_279,What languages do you speak?,"['ju8qeg', 'b9grqu', '6x6phe', '929uqn', 'pvvj00', '5q2bid', 'ge2jsr', 'fprftq', 'an5j27', '752q3g']",10
post_cluster_280,thank you,"['hit:1726_conv:3453_uttr:1', 'hit:1747_conv:3495_uttr:1', '7ps0ut', 'd2w2nc', 'jmkhog', 'ipu1g8', 'bawrtl', '7mi869', '7ne3k0', 'du8bmb']",10
post_cluster_281,I love my life,"['epvth4', 'jchqmu', 'l7ftc9', 'bcregd', '7yd3ba', '7vyxca', 'ax587w', 'hit:1261_conv:2523_uttr:1', '8751at', 'dvk46n']",10
post_cluster_282,any help would be appreciated.,"['hcqz02', '7ntmkd', '7avs9b', 'a3qh40', '8j29j8', 'ba4fwd', '9aksbd', 'd26wl1', 'eyut6u', '5ubznk']",10
post_cluster_283,Can anyone recommend any good books?,"['gyxoux', '6h5d3w', 'ifdjuw', 'njbipc', '8bmei0', 'cf5vfp', '6zagev', 'nv61ro', '73m80p', 'afyqju']",10
post_cluster_284,I am going insane from Quarantine,"['ftpamw', 'i59nbr', 'g00nqs', 'hyikpx', 'fv4fjw', 'gtfx8w', 'fcsele', 'g2aife', 'nkh0ly', 'fpyhcv']",10
post_cluster_285,I feel stuck,"['e5m7vf', '8ql8gl', 'bvqax0', '74yhkl', 'aa0ymv', 'cfefsh', 'ft9tqb', 'i3h3x2', 'e3pd69', 'fb8o12']",10
post_cluster_286,Have you read any interesting books recently?,"['e1bs6t', '76da7m', '78xcgo', '6m1yo5', '6rpey1', 'f7ch2w', '6bwcrp', 'eg4t9g', '5lrp0u', 'a06xam']",10
post_cluster_287,How do you spend your free time/weekends?,"['dukyu4', 'chnb1l', 'fgx36j', '70x79i', '81zwnt', '8uvwda', '7pa62d', '9xecp4', 'q86r26', 'qjan8c']",10
post_cluster_288,I stood up for myself,"['apcy4h', 'd9dh8c', 'gfoyd8', 'io23vq', 'ghqipx', 'dyb8qo', 'lkf6gq', 'p04hwc', 'ewr52d', 'o0e8jo']",10
post_cluster_289,Anyone else dislike Sundays?,"['d1cnq2', '8o9fdg', 'if7ufs', 'dalrtp', 'cveh7l', 'bie3l0', '6f9p7m', 'cwby01', '6md1hs', '8oeog7']",10
post_cluster_290,I feel guilty,"['cpxpu7', 'bgpgev', 'kiud9o', 'g0ag92', 'j0ajgy', 'en2znz', 'hit:5015_conv:10031_uttr:1', 'hit:1389_conv:2778_uttr:1', 'hit:1556_conv:3113_uttr:1', '5rm9et']",10
post_cluster_291,How do you make friends on the Internet?,"['aiabst', 'ogkivi', 'puo877', 'cuzi4w', '8n3ub3', 'mtge7o', 'jvkhx3', '76406m', 'om8s5g', '7dd0h6']",10
post_cluster_292,Just put in my 2 weeks notice.,"['afxwfw', '67ig94', '6vyzyz', 'a8bh6t', 'e56wy5', '8ql8pu', 'cbftr2', 'bhna21', 'cboqsj', 'kzdp89']",10
post_cluster_293,Recommend Me Some Songs!,"['9pedbm', '8hc5yp', '76fnaf', 'naf405', '8pbmwg', '81ufra', '7oasiy', 'apn5um', 'btcoh5', '8a5bxu']",10
post_cluster_294,I'm having a panic attack,"['9okx0d', '7d824w', '610aj6', '6hnelz', '7cgksg', '6f9ehv', 'bami7q', '9wxz3m', '6zdceg', '9fsg7w']",10
post_cluster_295,I miss my girlfriend,"['9fn4lf', '74tpbx', 'ck1evp', 'cc76t9', '6zdfjb', 'dc4yqg', 'deqjvv', '65sfkn', 'fv80hm', 'fouo4i']",10
post_cluster_296,Does anyone want to be my friend?,"['98ei7t', '7aw2rm', '8z18gp', 'daw110', '6whqlc', 'j2y7q0', 'ipjzct', 'gy4i1z', 'g9z6df', '5p4vfy']",10
post_cluster_297,how should i celebrate my birthday?,"['974lq1', '7d5qsd', '9ec91t', '7ke825', '83rfho', '9gkpbh', 'hfan8o', '9qp0sd', '6dth2t', '8u5trc']",10
post_cluster_298,Feeling lost and depressed.,"['8nhg51', '6hk8i7', '773a95', 'fi29o4', '68l3ky', '746l5q', '9339tf', 'ouoseh', '8rsxay', 'cztdgr']",10
post_cluster_299,Could use some casual conversing.,"['8fxtrs', '7sl502', '8krwyj', '6fr2xy', '6lepnb', 'f3gvvg', '6lvmqn', '9ck204', 'a09is6', 'ji6uwy']",10
post_cluster_300,What annoys you?,"['8fu566', '7aaqgb', '85vgzj', '96jus4', 'bpy3js', '7nzv54', '7m94uy', '6eq6kj', '92rs05', '9qlnic']",10
post_cluster_301,Tell me anything!,"['8fkdyk', 'affper', '6kv1dy', '6afni9', '9z1kwr', 'itqxzn', 'a0aiz4', '6er16d', 'jui2kp', 'bvtj59']",10
post_cluster_302,Seen any good movies lately?,"['7unyey', '8ao1lr', '6gzcm6', '764qex', '645gl3', 'j6wfsx', '71fywi', '877ayv', '84a457', '8ifise']",10
post_cluster_303,I'm waiting to hear back from a job interview,"['85tm7k', 'pyfvfq', '5ul2wj', '67zfkf', '64y1ix', 'elevjb', 'hit:919_conv:1839_uttr:1', 'ezjdoe', 'hit:360_conv:720_uttr:1', '7jrxkq']",10
post_cluster_304,Did I mess up or am I overreacting?,"['7sorho', 'imjw6k', 'aafb0n', 'alkpdw', 'cmi89i', '6isgg2', '6vquu9', '94qfr7', '7jqyvb', '6v5lfg']",10
post_cluster_305,How do you like your coffee or tea?,"['785t7s', 'exzoag', '7fpdaw', '9eba3j', 'l1au6t', '9y9cop', '772vmh', 'jkovmq', '6m0wu7', '6hbcoz']",10
post_cluster_306,I just bought a guitar!,"['782267', 'czw2ko', 'ioijgz', 'axlo0p', 'g8f25r', 'najgj8', 'o58gvl', 'b0o06r', 'j5aqtl', '6zq1ea']",10
post_cluster_307,Feeling isolated and alone,"['75lcvd', 'f7h56x', '9aga4j', '92u63f', 'bk92wa', 'fk61ng', '5n48rm', 'hit:10452_conv:20904_uttr:1', 'cnhtl3', '8l2nvf']",10
post_cluster_308,What song absolutely touches your soul?,"['6r9rlx', 'bbirkk', 'c5jffk', 'iexs63', '8jmi3k', 'ieks9s', '7cj1nv', 'qwkb3h', '6y67vi', 'adbyo3']",10
post_cluster_309,I'm having a bad mental health week,"['63tjct', 'dc2vgi', '77uc6t', '8wzcof', 'fjsyvl', '72i33y', '9nxdz9', 'dczpty', 'd7x1oj', 'a328az']",10
post_cluster_310,My son just finished high school.,"['hit:3301_conv:6602_uttr:1', 'hit:2971_conv:5943_uttr:1', 'hit:5279_conv:10559_uttr:1', 'hit:2549_conv:5099_uttr:1', 'hit:12199_conv:24399_uttr:1', 'hit:11211_conv:22422_uttr:1', 'bemx3t', 'hit:9380_conv:18761_uttr:1', 'hit:5447_conv:10895_uttr:1', 'hit:7925_conv:15851_uttr:1']",10
post_cluster_311,I want to propose to my girlfriend soon.,"['hit:11149_conv:22298_uttr:1', '6paqo0', 'f23f6a', 'djdk8m', '7ay0h7', 'f60dnu', 'fbqhru', 'abbgqh', 'dnpv5q', 'jlil96']",10
post_cluster_312,I'm going skydiving this weekend.,"['hit:330_conv:660_uttr:1', '859qkq', '8ii61d', 'hit:9404_conv:18808_uttr:1', 'hit:11641_conv:23283_uttr:1', '8o0hbe', 'pau3uy', 'hit:9978_conv:19956_uttr:1', 'hit:9197_conv:18395_uttr:1', '8rn70b']",10
post_cluster_313,I lost my job earlier this year.,"['hit:8317_conv:16634_uttr:1', 'hit:11150_conv:22300_uttr:1', 'guuyk1', '9gjq4l', 'ellrie', 'ghvunk', 'hit:4226_conv:8452_uttr:1', 'ao1s13', '7ee7cg', 'fo4551']",10
post_cluster_314,Just published my first novel!,"['pwjs5c', '5taezl', 'e07fpg', 'c38lfj', 'il5ucj', 'jicdf9', 'a7qzfm', 'f5x49f', '83lyfm']",9
post_cluster_315,I just realized I don’t really have any friends,"['oeewu8', 'fo5rlx', '7il24h', 'flfe94', '6yb6na', 'ddwdfa', '64un24', 'dfmmaq', 'a9wcsu']",9
post_cluster_316,What’s your favorite song?,"['jwtyha', 'oe5vs7', '8mhfi8', 'g060gd', 'cungqa', '6wn8d1', 'acmyz3', '8amolk', '9g6has']",9
post_cluster_317,I got straight A's!,"['o0t7le', 'fumewv', 'gn6c4b', 'dhgybq', 'bshdoh', 'hit:698_conv:1396_uttr:1', 'naiy8z', 'gmfnss', '8j1l08']",9
post_cluster_318,Can you recommend any good show to watch,"['mterpk', '9grext', '5xylg5', 'ggmuyf', 'gu5t2e', 'jmsr6j', '6r6atn', '6wfqab', 'iwowdw']",9
post_cluster_319,What do you think?,"['l9xbbu', 'fxaisa', 'i9ctp4', 'f1zxi0', '6ax4v2', 'dhbtv1', '8uyc5p', 'dz0xii', 'gh4hec']",9
post_cluster_320,What's everyone drinking tonight?,"['ko0nsh', '61ik15', '9706ga', 'eidode', '70xkn3', '5tba1d', '7uvt4j', 'hqgwn9', '6dlxwn']",9
post_cluster_321,It feels weird,"['kf9egf', 'ej0l2u', '8prmla', '6vvh7w', '91unr0', 'ko5fji', '60nr4h', '8lvtax', '75mlo1']",9
post_cluster_322,I hate my life,"['71feq8', '8fv0f7', 'i64w62', '7mydky', '5uftma', '8fxrjw', 'e7maiu', 'q8lpbs', '6p4c8c']",9
post_cluster_323,Let me know!,"['hhjk5b', '91xgcj', '72kf7h', '8zmu3e', '9545pg', 'aa4ypc', 'frfs9a', 'lg69ks', 'g8v4fo']",9
post_cluster_324,Just wanted to say hello,"['gyhvwx', '94wdbn', 'cwnrqf', 'hwtjc1', 'j29bps', '748fvv', 'a4g5ts', '9z7a39', 'irlni0']",9
post_cluster_325,I’m thinking of quitting Facebook.,"['gvpt0q', '80xdxc', '6jzmmf', '7pw40w', '868yj6', '6vwrw1', '5zwoh8', 'kd1rrx', 'cawsq1']",9
post_cluster_326,I just got my first speeding ticket,"['gus40i', 'cldum2', '84tm3t', 'cgzrkz', '99i3rh', '9kkddv', 'cbzuad', 'a4gloo', 'hit:9637_conv:19275_uttr:1']",9
post_cluster_327,I’m getting better!,"['gkqmdj', 'qiwix9', 'gbmk0g', 'k6j18m', '8g509c', '7pl794', 'jytaet', 'hh08o2', 'c0denv']",9
post_cluster_328,Just wanted to share,"['7lh8lr', 'gdojxm', 'gl7ewo', 'e0t1wo', 'o71xj8', '84o8v4', '6xmooz', 'c9g1am', '6dqbng']",9
post_cluster_329,I just cut all of my hair off.,"['g9eujl', 'bnhxev', 'duw8sh', 'm5eqvz', 'eietca', 'g9lcbj', '7mxg9z', 'g4lq78', 'gi8p6h']",9
post_cluster_330,Anyone want to play 20 questions?,"['73a1ri', 'g1lava', '6mgy55', '6euy59', '6pyp8f', '9hee83', '6mho3f', '6gdydv', '7n83wj']",9
post_cluster_331,Being ghosted by a friend,"['fmgjat', 'f7m3jn', '94rcbo', 'il9tt6', '8kc4mi', 'evts89', 'angipj', 'kutncu', '6fokpk']",9
post_cluster_332,Let's talk movies,"['fbq4na', '7pqs5s', 'a09fqb', '7h7m0q', 'mmdcmm', '7sgfsu', 'he9pib', '7turje', '7ciqp4']",9
post_cluster_333,Feels bad,"['f43ak5', '8if5c3', 'hit:7714_conv:15429_uttr:1', 'hit:10943_conv:21887_uttr:1', 'hit:5880_conv:11760_uttr:1', 'hit:1636_conv:3272_uttr:1', 'hit:2437_conv:4875_uttr:1', 'gcdyca', 'hit:3155_conv:6311_uttr:1']",9
post_cluster_334,I need tips!,"['cb423a', 'f0lpx1', '6peln0', '6t42mn', 'fhdqxy', 'f1wess', 'j5x8je', 'a6my5n', 'c7399p']",9
post_cluster_335,I passed my 1st semester !!,"['eoncem', 'khtp3v', 'dp6da3', 'dgar7f', 'gkiays', 'gl9hzy', '9zyam8', 'bmueej', '8sjyub']",9
post_cluster_336,Need advice?,"['eohllj', '6d7bp9', '6gczt6', 'cdjnmq', 'cxbhen', '9r87qz', 'oz1ozf', '72ec4l', 'oy4njk']",9
post_cluster_337,Does anyone else really love the winter?,"['dxu2bq', 'abyv57', '7lq7zd', 'o0rrxa', 'qcsl8y', '95j5s8', '7mvwhu', 'cbxfgv', 'jvjj0r']",9
post_cluster_338,Can anybody keep me awake?,"['dnrkpn', '8n7h0u', '77ylf2', '6klk0f', 'd1o03x', 'eloqus', '96862s', '9m37ta', 'dk5g9u']",9
post_cluster_339,I got my nose pierced today!,"['cy1ywk', 'cjziji', '92ces9', 'fhvuxk', 'aw7y41', 'i7ptzy', 'a7pkzh', 'aosr4q', 'gjv2uz']",9
post_cluster_340,Money CAN buy happiness,"['cmvmfn', '7lecj8', '81qeni', '729biy', '8gj1om', 'bh3fmg', 'k2n9mk', 'ac9hry', 'ke1jsx']",9
post_cluster_341,Anyone got ideas?,"['cjigau', 'fauylo', 'd3zicx', 'chtq2v', 'exebfi', 'ocfbqn', 'j29k48', 'jqgvcb', '75kq8m']",9
post_cluster_342,Starting a YouTube channel,"['ccxdbp', 'gcruit', '71b2n0', 'cq6sc5', '9h6bv0', '9hzd3g', '9io8h2', '5p73g5', 'didhq6']",9
post_cluster_343,Driving scares me,"['cbw4vl', 'hit:2252_conv:4504_uttr:1', 'cs5yks', 'f30hko', '8jo4ih', 'cd1xbd', 'hit:3563_conv:7126_uttr:1', 'hit:9339_conv:18679_uttr:1', 'hit:2531_conv:5063_uttr:1']",9
post_cluster_344,What do you love to do?,"['7vuw38', 'axt5jw', 'ljckq7', '9q3jxy', '7gz5iq', '7gsyv6', '757u4f', 'ami3jn', '6r9c5m']",9
post_cluster_345,I experienced sleep paralysis for the first time today,"['aivj9v', 'eqz86t', 'jsol37', '8s96vb', 'elx412', '5rlkjo', 'iwbq8k', 'cvr0ra', '9ty82a']",9
post_cluster_346,I’m really quite scared of the future,"['9zsoyl', 'aee2sr', 'awtg05', '8tgcg3', 'ceecy9', 'g5vbd6', 'j1yjra', 'ipzhzy', 'ezovq9']",9
post_cluster_347,How did you pick your username?,"['6vtdoy', '9iy7wz', '67db8l', '8ylu4v', '6ww7mo', 'a2yz5x', '7r6l2m', '83v8sd', '8jn1ro']",9
post_cluster_348,"Can't sleep, anyone want to chat?","['9dc3a7', '6jxjx5', 'arvlc0', 'fwxvwq', 'b99jsa', 'bp8347', 'dqup7o', 'ehhgjz', '5qswwx']",9
post_cluster_349,Need advise,"['8i5mx8', '8wjcn6', '84c4l1', 'dbcjt3', 'pwffot', '6v09z0', '7uo94i', '6deigj', '8bjr0r']",9
post_cluster_350,I hung out with an old friend today.,"['8ds8h7', 'hit:11924_conv:23848_uttr:1', 'a4uumk', 'oilg1q', 'j9w8ut', 'hit:9706_conv:19412_uttr:1', 'd56fel', '70081f', 'fgmc42']",9
post_cluster_351,I've quit video games.,"['8cczrd', 'fxz77z', '83lej6', 'c2hvwx', 'jgdev8', 'hp5y3d', '8k8s4m', 'k82i6h', '74ud96']",9
post_cluster_352,How can I better deal with boredom?,"['7pzlw3', 'cx2qko', 'q3kse9', 'bamnf2', '68fllh', '5ru8x1', 'esn27q', 'cfulmk', '9qrpic']",9
post_cluster_353,How can you end a friendship?,"['76apzi', '9ahi26', 'mkhezd', '9qsem5', 'c9sigr', 'nmg46o', 'i2j2y1', 'gohr33', 'o934dh']",9
post_cluster_354,Spending my birthday alone,"['6u9dn7', '98e04u', 'd1hy05', '7eqb65', 'kzeh9e', '76nrc4', 'hit:3930_conv:7860_uttr:1', 'gkpq3n', 'f8jozm']",9
post_cluster_355,Let's play the question game,"['6qvb00', '6qnd73', '6qswqx', '6q6ju7', '81x5im', 'ozjl0k', '6qxwmy', '71ud96', '6cl0x3']",9
post_cluster_356,I just came out as bi,"['612dxt', '5uqtjn', '8m12mq', '8itdt2', '6iln9s', '75soid', '7x554m', 'oclbro', 'fv7j6c']",9
post_cluster_357,It went really well.,"['hit:6707_conv:13414_uttr:1', '6t7qxp', 'hit:11286_conv:22572_uttr:1', '7kdbzg', 'hit:7343_conv:14687_uttr:1', 'hit:8310_conv:16620_uttr:1', 'hit:2236_conv:4472_uttr:1', 'hit:75_conv:150_uttr:1', 'cgh9i9']",9
post_cluster_358,i felt all alone this weekend,"['hit:8102_conv:16204_uttr:1', 'hit:7615_conv:15231_uttr:1', 'hit:3533_conv:7067_uttr:1', 'hit:8106_conv:16213_uttr:1', 'hit:6521_conv:13042_uttr:1', 'hit:3935_conv:7871_uttr:1', 'hit:7371_conv:14743_uttr:1', 'hit:6132_conv:12264_uttr:1', 'eh2n6v']",9
post_cluster_359,Feeling really proud of myself.,"['qmjpy3', 'hu9ms8', 'j0v3ok', 'ebadoz', 'fja6oz', 'hffw14', '7sqlon', '9vk1h0']",8
post_cluster_360,pls help,"['pry4vo', '7uh8ti', '6vp1ty', 'jc6hvm', '8fsmzp', 'fu2uj6', 'mgvypl', 'a786ys']",8
post_cluster_361,I bought an engagement ring!,"['pc0ky5', 'kzgd1e', 'az0mcs', 'd3t599', '9u4u8e', 'i5hoxz', 'bjp0s4', 'f1jr1j']",8
post_cluster_362,I finally left my toxic/abusive relationship,"['nucnvg', '7s415h', 'io065m', '8mo4tx', 'fbwznv', '6r43ok', 'eayq7f', 'codqlr']",8
post_cluster_363,I’m adopting a dog!,"['nitgnu', 'dab7mx', 'drly7r', 'c4agsb', 'i4frlq', '7b1d1d', '6pocxg', 'ammvuq']",8
post_cluster_364,Growing up,"['5nzwkt', '6ckl6j', '62wlof', 'ehnu4p', 'i6pi13', 'mtrc72', '5wpaqz', 'a3q0lu']",8
post_cluster_365,"I’m one year sober, today.","['lfp7cw', 'ehwg8u', 'a4tn0c', 'du3lr6', 'pkdb4y', '71wesi', 'd88p6w', 'nkm85j']",8
post_cluster_366,I feel like an adult,"['l1dr3h', 'o3uwqm', 'bde4vh', 'p55uca', 'nerpsn', '6jdwc3', '7wixja', 'gulbeg']",8
post_cluster_367,I made a big mistake at work,"['krgddq', 'hit:9489_conv:18978_uttr:1', 'gc4mgm', '9phndm', 'hit:7720_conv:15440_uttr:1', 'el0taa', 'bwqoj9', 'dngnw1']",8
post_cluster_368,Hope everyone is well,"['kdc5fs', '6y3wf6', 'a5ela3', 'fvmtv4', 'g6biud', 'oozyl6', 'ft2xt9', '6ptfw7']",8
post_cluster_369,I beat my anxiety today!,"['jyk1bi', '9ppvmq', '90t001', 'do68vg', 'c9mqc2', 'c8vw53', 'k6kmr5', '8vea9c']",8
post_cluster_370,I'm completely burnt out,"['jv76wi', 'bf0v0z', 'gk3vh1', '77i6bx', 'j7k5zg', 'chavj5', '5yt4io', 'cgiw4v']",8
post_cluster_371,Tell me something interesting!,"['jtccky', '8f89w3', 'lh4hgr', 'a6o90j', '7fodet', 'fx4jnp', '78w7yn', 'eucxh0']",8
post_cluster_372,HELP ME DECIDE,"['63zei3', 'jpjxea', 'dk92n2', '5mzl0p', '6ymz24', 'lmw6u3', 'pkdqnf', 'jdeu17']",8
post_cluster_373,This sucks,"['jn45nl', '5o2hrp', 'hit:9337_conv:18674_uttr:1', 'cquzv8', '71jzae', 'cid35s', '5mpm7w', '9gpe3m']",8
post_cluster_374,I just cried for the first time in years,"['crupgk', 'jd53v1', 'jmywck', '7r6421', 'gfl369', '7lks5d', 'gy5lhi', '7ohqa8']",8
post_cluster_375,I really enjoy wearing a mask in public,"['jkvb52', 'iosatt', 'jrg7p8', 'i5f81m', 'iomfi9', 'j53bxe', 'qom2mw', 'fn7c2h']",8
post_cluster_376,Can you guys tell me something happy?,"['jdmvyf', 'gc6dsf', '7avswb', '6m3pml', '9q12ev', 'aeekiy', '7krzym', '7w513d']",8
post_cluster_377,I feel accomplished,"['jaf2h6', '9xn2oz', 'hit:2802_conv:5605_uttr:1', 'gkpoxt', 'hagbl9', 'h8juvj', 'pyft5u', 'lsht4a']",8
post_cluster_378,I just ran my first ever 5k!,"['j0z71i', 'e2zjw8', '6qcllg', '9yatcr', 'ih3j0d', '923w54', '833dmh', 'daqe8h']",8
post_cluster_379,Does anyone wanna talk about video games with me,"['goujm3', '8twe90', 'ck5ohj', 'bix9qi', '7x5god', 'ed4zk8', '8johd4', 'frppip']",8
post_cluster_380,I finally finished my first commission!,"['gmqh3t', 'cptuu6', 'flbhdn', 'ff0wle', 'd5k3z5', 'o3ucyq', '7ez17m', 'dvktt3']",8
post_cluster_381,Started my first YouTube video today,"['gm59yk', 'nh8a39', 'gq4osr', '68kj79', 'fwg1i7', '8timah', 'k370jf', 'kywaqx']",8
post_cluster_382,Feeling guilty for taking sick days,"['gf09ii', '8mvbg5', '8l7l58', '815pzj', '6wjml2', 'f6uotl', '7i1rzu', 'dagq7u']",8
post_cluster_383,Has anyone here done something like this?,"['ga12mb', '9idpgj', '80l0eo', '93bgf4', '8iyfz8', 'pvzdb5', 'fjp2su', '717669']",8
post_cluster_384,How do you keep a conversation going?,"['g9v4dp', '7kjunu', '8y87z7', 'aitlyo', 'e4msui', 'd0cpfg', 'ftp8y7', 'o0ehqf']",8
post_cluster_385,Just submitted my last assignment of undergrad,"['g37l4w', '6cycw4', 'gi7f2e', 'gdcce8', 'e7jnxs', '6eu8u5', 'e7atby', 'izktl3']",8
post_cluster_386,Feeling sad for no reason,"['ffcini', '7qtnnw', 'h8fvd6', 'cpnlzm', 'bfyxi1', 'e5izbg', 'd2w1ho', '5y5uhh']",8
post_cluster_387,What’s everyone watching?,"['ff7viv', '725hy8', '6pug7d', 'q80e1v', 'cmy7mz', '63brym', '77ril5', '9nxav3']",8
post_cluster_388,I just slept for almost 24 hours,"['f1ikm5', 'ocfogf', 'cne2ps', 'b50o1d', 'cu5ocg', 'cxh4ah', '677ogg', '81ku8e']",8
post_cluster_389,What makes you feel most nostalgic?,"['dt36x6', '9o2e48', '6te60v', '9n3p2x', '9pdjqz', 'bnz53i', '9l40nw', '6766wt']",8
post_cluster_390,I wrote a song!,"['drqhm7', 'b1lp8j', '8fwx4l', 'fp2st6', 'jrljar', 'kjavor', '7sp7op', 'c1866m']",8
post_cluster_391,My best friend is getting married!,"['dljpen', '74muzp', 'hit:8569_conv:17138_uttr:1', 'b13242', 'hit:4432_conv:8864_uttr:1', 'hit:1260_conv:2521_uttr:1', 'fncthc', 'hit:6859_conv:13719_uttr:1']",8
post_cluster_392,I bought a house today with my partner.,"['dg8xuy', 'j1hdvv', '7o79zf', 'pwr44o', '64h0y2', 'b7y1xy', 'cwcz4s', '8jmldg']",8
