id,summarized,text,length
hit:655_conv:1311_uttr:2,0,"Wow, that means you can't sleep with the light off",12
hit:657_conv:1315_uttr:2,0,Does ghost really exist?,5
hit:659_conv:1319_uttr:2,0,What works in particular?,5
hit:660_conv:1321_uttr:2,0,I was always jealous because my brothers didn't need to work as hard after I moved away.,19
hit:661_conv:1323_uttr:2,1,I hope it is not too bad.,8
hit:663_conv:1327_uttr:2,0,What made you good children?,6
hit:665_conv:1331_uttr:2,0,"Cool, whose testimony?",5
hit:666_conv:1332_uttr:2,0,Have you tried therapy?,5
hit:666_conv:1333_uttr:2,0,"Awesome, where in Europe will you be visiting?",10
hit:668_conv:1336_uttr:2,0,What stuff?,3
hit:668_conv:1337_uttr:2,0,"Yes,its really coming",5
hit:670_conv:1340_uttr:2,0,"Well done, you must be very proud of yourself.",11
hit:670_conv:1341_uttr:2,0,"Yes me too, is that because of the gifts?",11
hit:671_conv:1342_uttr:2,0,"Great, it hasn't got here yet.",9
hit:672_conv:1344_uttr:2,1,Do you honestly believe there were less crimes back then?,11
hit:674_conv:1348_uttr:2,0,Why do they terrify you that much?,8
hit:674_conv:1349_uttr:2,0,"Honestly,thats very true",5
hit:675_conv:1351_uttr:2,1,missing anything can ruin the whole trip.,8
hit:676_conv:1352_uttr:2,0,"Wow, very interesting, how did you see yourself then",11
hit:677_conv:1355_uttr:2,1,Relationships are hard.,4
hit:681_conv:1362_uttr:2,1,Maybe she didn't hear you?,7
hit:681_conv:1363_uttr:2,0,Why does that have to change now?,8
hit:683_conv:1366_uttr:2,0,Sweet words like what?,5
hit:684_conv:1369_uttr:2,1,Yeah?,2
hit:686_conv:1372_uttr:2,0,Yes we should be grateful to our parents for how they took care of us,15
hit:686_conv:1373_uttr:2,0,Wow that is so exciting !,6
hit:689_conv:1378_uttr:2,0,"Thats horrible, how could they get it wrong?",11
hit:689_conv:1379_uttr:2,0,"Yes, I know, they lose so much time instead of solving the important problems.",17
hit:693_conv:1386_uttr:2,1,sorry to hear that.,5
hit:695_conv:1390_uttr:2,1,What do you find so irritating about it?,9
hit:695_conv:1391_uttr:2,0,"Sorry to hear that, what happened?",8
hit:697_conv:1394_uttr:2,1,I absolutely feel the same way.,7
hit:697_conv:1395_uttr:2,0,I have no idea what that is.,8
hit:698_conv:1396_uttr:2,1,Well done.,3
hit:699_conv:1398_uttr:2,0,"I guess children could have that tendency, how fun",10
hit:700_conv:1400_uttr:2,1,Oh no sounds scary.,5
hit:702_conv:1404_uttr:2,1,Did he say anything?,5
hit:702_conv:1405_uttr:2,0,oh no why?,4
hit:703_conv:1407_uttr:2,1,"Im skinny, but I love food",8
hit:705_conv:1410_uttr:2,1,They really are a man or womans best friend.,10
hit:706_conv:1412_uttr:2,1,But what really happened,4
hit:708_conv:1416_uttr:2,0,is that good or bad?,6
hit:709_conv:1419_uttr:2,1,Midnight snack?,3
hit:711_conv:1422_uttr:2,0,What happened there?,4
hit:711_conv:1423_uttr:2,0,that sounds like a lot of fun,7
hit:713_conv:1426_uttr:2,0,When are you going to find out your acceptance?,10
hit:713_conv:1427_uttr:2,0,Oh now why is that,5
hit:715_conv:1430_uttr:2,1,Hello my friend!,4
hit:718_conv:1437_uttr:2,0,"That is good, do you like nice cars?",10
hit:720_conv:1440_uttr:2,0,"You must be really happy, I bet you have a beautiful wife and lots of money in the bank :)",21
hit:720_conv:1441_uttr:2,1,"But, it gives it back and it makes up the loneliness part.",14
hit:721_conv:1442_uttr:2,0,I can only imagine the destruction and how horrible it is to deal with that!,16
hit:722_conv:1444_uttr:2,1,Oh really?,3
hit:723_conv:1446_uttr:2,1,Was your husband helpful?,5
hit:724_conv:1448_uttr:2,1,Do you wish you had been with her to say goodbye.,12
hit:724_conv:1449_uttr:2,1,That is always nice.,5
hit:725_conv:1450_uttr:2,1,Never.,2
hit:727_conv:1454_uttr:2,0,Wow you sound really prepared for something.,8
hit:728_conv:1457_uttr:2,0,"Oh wow, that has to be a bucket list item for sure.",14
hit:731_conv:1463_uttr:2,1,Size of a tennis ball !,6
hit:739_conv:1479_uttr:2,0,Money issues are always hard.,6
hit:741_conv:1482_uttr:2,0,"Everything was in the end, but at first not so much.",13
hit:742_conv:1485_uttr:2,1,"Did they react by laughing, helping, or ignoring?",11
hit:743_conv:1486_uttr:2,1,News that big would be a shock to anyone!,10
hit:746_conv:1492_uttr:2,1,Thats good news!,5
hit:746_conv:1493_uttr:2,0,Why were you struggling?,5
hit:750_conv:1500_uttr:2,1,Did you take the plate number?,7
hit:750_conv:1501_uttr:2,0,"Oh no that's unfortunate, did you make fun of him or something?",15
hit:751_conv:1503_uttr:2,0,"Ohh thats great news, Congratulate him on my behalf.",12
hit:752_conv:1504_uttr:2,0,"It sounds good just reading those words, what kind was it?",13
hit:752_conv:1505_uttr:2,1,Wow!,2
hit:754_conv:1509_uttr:2,1,"Nice, I don't know this sport.",9
hit:755_conv:1510_uttr:2,1,I have always wanted to work abroad.,8
hit:757_conv:1514_uttr:2,0,Have you tried making any?,6
hit:758_conv:1516_uttr:2,1,Is there a lot of parking available?,8
hit:763_conv:1527_uttr:2,1,Oh no that's so gross!,7
hit:765_conv:1530_uttr:2,0,"Well, is that something you can do?",9
hit:766_conv:1533_uttr:2,0,He didn't bring you anything?,7
hit:767_conv:1534_uttr:2,1,Thankfully.,2
hit:768_conv:1536_uttr:2,0,What were you guys looking to buy?,8
hit:768_conv:1537_uttr:2,0,"That is interesting, what things do you do while living in America to keep your heritage alive?",19
hit:769_conv:1538_uttr:2,0,Just be careful not to burn it.,8
hit:771_conv:1542_uttr:2,0,Must've been a pretty vivid dream,7
hit:772_conv:1544_uttr:2,0,"oh no, that must have been terrible.",9
hit:772_conv:1545_uttr:2,1,I hope you achieve what you set out to do,10
hit:773_conv:1547_uttr:2,1,Can you change your plans?,6
hit:774_conv:1548_uttr:2,1,"Use the money for your future as a couple, not for one day.",15
hit:775_conv:1550_uttr:2,0,Did you get any damage?,6
hit:775_conv:1551_uttr:2,1,And mad!,3
hit:776_conv:1552_uttr:2,0,"awww, when are you planning to visit them?",10
hit:777_conv:1554_uttr:2,0,"Nice, there is not a lot of people like you",11
hit:777_conv:1555_uttr:2,0,Did it do much damage to it?,8
hit:778_conv:1556_uttr:2,0,"Oh no, why were you fighting?",8
hit:778_conv:1557_uttr:2,1,wow nostalgic.,3
hit:780_conv:1560_uttr:2,0,"Oh wow, is she nervous about it?",9
hit:782_conv:1564_uttr:2,0,You weren't thinking about the surgery at all?,10
hit:783_conv:1566_uttr:2,0,What song / instrument was being played,7
hit:784_conv:1569_uttr:2,1,"Yes, I watch the show.",7
hit:785_conv:1571_uttr:2,0,"That's sad, maybe you were meant to be with your ex though.",15
hit:786_conv:1572_uttr:2,0,Was it a nice one?,6
hit:786_conv:1573_uttr:2,0,Is it too hot to cook or do you just hate cooking?,13
hit:788_conv:1576_uttr:2,0,What was the announcement?,5
hit:788_conv:1577_uttr:2,1,I wish you'll also move soon.,8
hit:790_conv:1580_uttr:2,0,what are you goals that you are planning?,9
hit:791_conv:1582_uttr:2,0,"That's great, how many people?",8
hit:791_conv:1583_uttr:2,1,I was caught stealing once when I was younger.,10
hit:792_conv:1585_uttr:2,1,What kind of pizza?,5
hit:793_conv:1587_uttr:2,1,It is even worse when you ask for their manager and the manager gives you a major tude!,19
hit:794_conv:1589_uttr:2,1,Oh snap!,3
hit:796_conv:1593_uttr:2,0,"As a fat guy who wore all black and played Magic: The Gathering everyday in the library, I can relate lol.",24
hit:797_conv:1594_uttr:2,1,Did your house get repaired?,6
hit:798_conv:1596_uttr:2,1,The only pizza I have ever had at the gas station was some pizza from 7/11.,17
hit:800_conv:1601_uttr:2,1,Were you surprised?,4
hit:802_conv:1604_uttr:2,0,What about it brings back memories?,7
hit:803_conv:1606_uttr:2,1,"Ha, many times.",5
hit:803_conv:1607_uttr:2,1,Oh man!,3
hit:804_conv:1609_uttr:2,0,How did you manage that?,6
hit:806_conv:1612_uttr:2,0,Have you followed up with your HR department to ask what was missing from your resume or experience that will help for next time?,25
hit:806_conv:1613_uttr:2,1,Has he overcome an illness or heart issue?,9
hit:807_conv:1614_uttr:2,1,did you get the best surprise of your life?,10
hit:807_conv:1615_uttr:2,1,Those kind of exams are really important.,8
hit:808_conv:1616_uttr:2,1,"Wow, thats scary.",6
hit:809_conv:1618_uttr:2,1,Oh that doesnt sound good!,7
hit:809_conv:1619_uttr:2,0,have they contacted the lender for a loan modification?,10
hit:811_conv:1622_uttr:2,1,Why did someone give you flowers?,7
hit:813_conv:1627_uttr:2,1,I hope you didn't get hurt.,8
hit:814_conv:1628_uttr:2,1,I moved into a dump lol.,7
hit:815_conv:1631_uttr:2,1,What's the news?,5
hit:817_conv:1634_uttr:2,0,"Oh no, what happened to your wipers?",9
hit:818_conv:1636_uttr:2,0,Did you have a team that you were rooting for?,11
hit:818_conv:1637_uttr:2,1,It is nice.,4
hit:819_conv:1638_uttr:2,0,Had you been trying long to break it?,9
hit:819_conv:1639_uttr:2,1,I recently transitioned to a new job too recently.,10
hit:820_conv:1641_uttr:2,0,"oh, that stinks, was the milk expired?",10
hit:821_conv:1642_uttr:2,0,"Oh my goodness, you must have stubbed it pretty hard!",12
hit:822_conv:1644_uttr:2,1,Wow!,2
hit:823_conv:1646_uttr:2,1,People are only human.,5
hit:823_conv:1647_uttr:2,1,I love going to concerts.,6
hit:825_conv:1651_uttr:2,1,I recently got back from a trip abroad as well!,11
hit:827_conv:1655_uttr:2,1,"Wow, how exciting.",5
hit:828_conv:1656_uttr:2,1,Oh man.,3
hit:828_conv:1657_uttr:2,0,That can be so much fun.,7
hit:830_conv:1660_uttr:2,1,I always tend to overeat whenever there is good food about.,12
hit:831_conv:1662_uttr:2,1,I'm sorry.,4
hit:832_conv:1665_uttr:2,1,"Oh, wow, I guess you were embarrassed?",10
hit:836_conv:1672_uttr:2,0,"Well, how big was it, and where for?",11
hit:838_conv:1677_uttr:2,1,"Theyre clearly fatcats, thats how.",9
hit:839_conv:1678_uttr:2,0,What kind of phone was it?,7
hit:841_conv:1682_uttr:2,0,Was it about something serious?,6
hit:841_conv:1683_uttr:2,0,Has it rained more often there than usual?,9
hit:842_conv:1684_uttr:2,0,Did you ask them why?,6
hit:842_conv:1685_uttr:2,1,Sounds fun!,3
hit:843_conv:1686_uttr:2,0,Was it a nice steal or a mean one?,10
hit:846_conv:1692_uttr:2,1,I can remember lots of times watching things from long ago.,12
hit:846_conv:1693_uttr:2,1,It must be very scary to experience.,8
hit:849_conv:1699_uttr:2,1,Was anyone injured?,4
hit:851_conv:1702_uttr:2,1,how fun!,3
hit:853_conv:1706_uttr:2,0,How long have you been in school?,8
hit:853_conv:1707_uttr:2,1,Did you laugh or cry?,6
hit:854_conv:1709_uttr:2,0,Good memories I hope.,5
hit:858_conv:1717_uttr:2,0,I love Christmas!,4
hit:859_conv:1719_uttr:2,0,Sounds like the right things to do.,8
hit:861_conv:1722_uttr:2,0,Do you have any plans as to where to go.,11
hit:861_conv:1723_uttr:2,1,I plan like 10 years ahead of time.,9
hit:862_conv:1724_uttr:2,0,"I definitely suggest a nice home-cooked meal, it's usually a lot healthier than take out.",20
hit:863_conv:1727_uttr:2,1,Are you a man or woman?,7
hit:864_conv:1728_uttr:2,0,Oh I am doing the same thing but for a different reason.,13
hit:865_conv:1730_uttr:2,1,"I love that feeling, though I don't experience it often.",13
hit:866_conv:1732_uttr:2,1,That sounds awful!,4
hit:868_conv:1736_uttr:2,1,"Mine has one too, and it gets frustrating!",10
hit:869_conv:1738_uttr:2,0,You wouldn't believe that's happened to me too!,11
hit:870_conv:1740_uttr:2,1,It's always nice to have friends you can rely on,11
hit:871_conv:1742_uttr:2,1,Thats wonderful.,4
hit:871_conv:1743_uttr:2,1,Hope you'll have good journey.,7
hit:872_conv:1745_uttr:2,0,yum sounds good whats your fav toppings?,9
hit:875_conv:1751_uttr:2,1,Sorry to hear that.,5
hit:876_conv:1753_uttr:2,0,Did something go wrong with the interview?,8
hit:877_conv:1754_uttr:2,1,That's really annoying.,5
hit:878_conv:1756_uttr:2,0,Were you able to get it off of your shoe?,11
hit:879_conv:1759_uttr:2,1,Thats nice.,4
hit:883_conv:1767_uttr:2,0,Well that's nothing compared to what could have happened.,11
hit:884_conv:1769_uttr:2,0,You must not have been speeding too much!,9
hit:886_conv:1773_uttr:2,1,Oh I totally hear you there.,7
hit:887_conv:1775_uttr:2,0,You still consider them your friends after that?,9
hit:896_conv:1793_uttr:2,1,Do you have someone ready to come out and fix it yet?,13
hit:904_conv:1808_uttr:2,1,"Awh man, that stinks..",6
hit:905_conv:1811_uttr:2,1,Hard work really does pay off.,7
hit:907_conv:1814_uttr:2,1,"I don't get really why people are afraid of it, though.",14
hit:909_conv:1819_uttr:2,1,"Yes, I think everyone was shocked!",8
hit:916_conv:1832_uttr:2,1,Why did you go to Texas?,7
hit:918_conv:1837_uttr:2,1,Yeah.,2
hit:919_conv:1839_uttr:2,0,Thats a great way to start,7
hit:920_conv:1840_uttr:2,0,Why would you do that,5
hit:920_conv:1841_uttr:2,1,Losing family is always tough,5
hit:921_conv:1842_uttr:2,0,What did you get,4
hit:922_conv:1844_uttr:2,1,did you work hard in that project?,8
hit:926_conv:1853_uttr:2,0,That's great!,4
hit:927_conv:1854_uttr:2,1,"If you can get through that, you can get through anything together.",14
hit:928_conv:1856_uttr:2,1,Oh wow.,3
hit:929_conv:1858_uttr:2,0,I'm sure you are going to miss her.,10
hit:929_conv:1859_uttr:2,0,What situation?,3
hit:930_conv:1860_uttr:2,0,"Oh man, that must be a horrible feeling.",10
hit:931_conv:1862_uttr:2,1,You must be feeling bad,5
hit:933_conv:1866_uttr:2,1,"Oh no, that's awful.",7
hit:933_conv:1867_uttr:2,1,Wow that's really nice.,6
hit:934_conv:1868_uttr:2,1,Wow nice!,3
hit:935_conv:1871_uttr:2,1,I bet that was scary!,6
hit:936_conv:1872_uttr:2,0,Are you ok?,4
hit:936_conv:1873_uttr:2,0,Did you try to find who it belonged to?,10
hit:938_conv:1877_uttr:2,1,"And is it your extended family, or your immediate family?",12
hit:939_conv:1879_uttr:2,0,How do you respond to the girls who are hitting on you?,13
hit:940_conv:1880_uttr:2,0,How come?,3
hit:940_conv:1881_uttr:2,1,She's either dead or not your girlfriend anymore.,10
hit:941_conv:1883_uttr:2,1,I always feel bad when people have a hard time conceiving because it was so easy for me.,19
hit:943_conv:1887_uttr:2,0,Must've felt really nostalgic.,6
hit:945_conv:1891_uttr:2,0,Why did you cheat on her?,7
hit:947_conv:1895_uttr:2,1,On the bright side you probably won't do that again!,12
hit:949_conv:1898_uttr:2,0,that's awkward where was it?,7
hit:949_conv:1899_uttr:2,1,What happened?,3
hit:950_conv:1900_uttr:2,1,That sounds like a happy homecoming!,7
hit:951_conv:1902_uttr:2,1,Most people don't adopt older dogs,7
hit:955_conv:1910_uttr:2,0,Why is she the love of your life?,9
hit:956_conv:1913_uttr:2,0,Were you scared?,4
hit:957_conv:1914_uttr:2,0,"That is nice of her, did you have fun?",11
hit:957_conv:1915_uttr:2,0,oooh really do ghosts exist,5
hit:959_conv:1919_uttr:2,0,That isn't nice.,5
hit:960_conv:1920_uttr:2,0,Can you retake it?,5
hit:962_conv:1924_uttr:2,0,Did it turn out ok?,6
hit:963_conv:1926_uttr:2,0,hahaha i can see hoe students laughed at you,9
hit:964_conv:1928_uttr:2,0,something wrong with your meal or what,7
hit:965_conv:1930_uttr:2,0,Were you afraid or thrilled or both?,8
hit:965_conv:1931_uttr:2,0,That is terrible news.,5
hit:966_conv:1933_uttr:2,0,That must be a good feeling.,7
hit:967_conv:1934_uttr:2,0,Was it something that you could ignore?,8
hit:969_conv:1938_uttr:2,0,Why did you think that?,6
hit:970_conv:1941_uttr:2,1,I still feel bad.,5
hit:971_conv:1943_uttr:2,0,That is a great idea for when emergencies happen!,10
hit:972_conv:1944_uttr:2,1,That is hard.,4
hit:973_conv:1946_uttr:2,0,"Well, at least there is sand!",8
hit:973_conv:1947_uttr:2,0,"I was pleased and shocked at the same time, I will take it!",15
hit:975_conv:1951_uttr:2,0,"I expect that too, but it is not always the case.",13
hit:976_conv:1952_uttr:2,1,Did you have to wait a long time to get it?,12
hit:976_conv:1953_uttr:2,1,After the interview was over I though it went very well.,12
hit:977_conv:1955_uttr:2,1,Awesome!,2
hit:979_conv:1959_uttr:2,0,tell me more about this,5
hit:980_conv:1960_uttr:2,1,That must be frustrating.,5
hit:980_conv:1961_uttr:2,1,I love peruvian food!,5
hit:982_conv:1965_uttr:2,1,Holy cow.,3
hit:983_conv:1967_uttr:2,0,Cool who were they up against?,7
hit:984_conv:1968_uttr:2,0,why would you do that,5
hit:984_conv:1969_uttr:2,1,I love it when teachers are down to earth and easy to get along with.,16
hit:985_conv:1970_uttr:2,1,Did something happen to make you miss them?,9
hit:986_conv:1972_uttr:2,1,"oh man, i'm sorry to hear that!",10
hit:988_conv:1976_uttr:2,1,good for you!,4
hit:989_conv:1978_uttr:2,1,You must be heartbroken.,5
hit:989_conv:1979_uttr:2,0,What did you do?,5
hit:990_conv:1980_uttr:2,1,What exactly happened?,4
hit:991_conv:1983_uttr:2,0,I bet that was a little scary,7
hit:992_conv:1984_uttr:2,1,Thats awesome!,4
hit:992_conv:1985_uttr:2,0,"Oh no, did it take you a long time to figure out what the issue was?",18
hit:993_conv:1987_uttr:2,0,"That is horrible, so sad.",7
hit:994_conv:1989_uttr:2,0,I bet you had a wonderful time together,8
hit:995_conv:1991_uttr:2,0,why would you do that,5
hit:996_conv:1993_uttr:2,0,"Oh no, was anoyone hurt?",7
hit:997_conv:1995_uttr:2,0,"Wow, I am glad you got help, that could have been a lot worse",16
hit:999_conv:1998_uttr:2,0,what do you think your score was?,8
hit:1001_conv:2003_uttr:2,0,He already left for the Lakers.,7
hit:1002_conv:2005_uttr:2,0,Was it a long campaign?,6
hit:1003_conv:2006_uttr:2,0,Why is that?,4
hit:1003_conv:2007_uttr:2,0,how did you do?,5
hit:1004_conv:2008_uttr:2,0,"That is great, did you spend it on anything cool?",12
hit:1005_conv:2010_uttr:2,1,"Sounds like a lot of work, though.",9
hit:1005_conv:2011_uttr:2,1,Wow.,2
hit:1006_conv:2012_uttr:2,1,That sounds fishy.,4
hit:1006_conv:2013_uttr:2,1,Thats great.,4
hit:1007_conv:2014_uttr:2,0,I am sure you were happy,6
hit:1008_conv:2016_uttr:2,0,were you able to do any extra credit to bring up the grade?,14
hit:1009_conv:2019_uttr:2,1,What were you thinking?,5
hit:1011_conv:2022_uttr:2,1,My favorite was flashlight tag.,6
hit:1014_conv:2028_uttr:2,0,"I am sure you are, that sounds bad",9
