id,summarized,text,root,length
qh7dnn,0,I just got my first car,get,6
qh79zm,0,Built myself a soundproof dungeon,build,5
qh6pj6,0,I received a fortune-less fortune cookie.,receive,9
qh6jho,0,Just wonder why a game must be freaking challenging?,wonder,10
qh4n98,0,Feel like I’m in someone else’s body,feel,9
qgx8tk,0,Making friends as an adult,make,5
qgww0s,0,I kinda miss the phones that existed before the iPhone,miss,10
qgwf4i,0,I dreamed about falling in love,dream,6
qguqcq,0,How to stop being deathly afraid of people?,stop,9
qgumcz,1,Who else is skiving today?,skive,6
qgu2mh,0,"I hereby declare myself ruler of the planet, Mercury",declare,10
qgt5em,0,Rent flat near large construction site?,rent,7
qgszxy,0,Just got a job offer from a solid employer,get,9
qgszo9,0,I wish,wish,2
qgssvo,0,We need 'dumb' people in the world,need,9
qgphxd,0,Just watched Sicario,watch,3
qgpf8n,0,Got back into nicotine after 2 years of quitting,get,9
qgobzb,0,Where are y’all getting dm’s lmaooo,get,8
qgnpa7,0,Rented a cabin in the woods to watch horror movies,rent,10
qgmoj3,0,I need help right now,need,5
qgly4z,1,Would love to hear what you all think!,love,9
qgll0y,0,I feel like I have no personality.,feel,8
qgldam,1,Makes me feel like my hard work pays off.,make,10
qgkopg,0,I feel like my boyfriend doesn’t like me,feel,9
qgjz8a,0,My kid contacted me.,contact,5
qgittf,0,Just tried dragon fruit,try,4
qgejja,0,I really hate being sick,hate,5
qgb1kx,0,Just feeling good - Bought an old coworker a coffee,feel,10
qgayqh,0,How do you pronounce gyro?,pronounce,6
qgawxt,0,Do you still enjoy reading?,enjoy,6
qg2rph,1,Just got Cyberpunk 2077 for sale on CD keys.,get,10
qfzw5g,0,I really hate working out,hate,5
qfzd4u,0,Got a lot of weird stuff going on,got,8
qfzc77,0,Whether to attend a wedding.,attend,6
qfz9ra,0,I'm watching Ghost for the first time...,watch,9
qfyqms,0,31F Looking for someone to talk to,look,7
qfyejj,0,How do you make rice?,make,6
qfwyfh,1,Went from awful to amazing!!,go,7
qfwuqr,0,Does music ever make you feel high?,make,8
qfwtq9,0,Do you like to do things alone?,like,8
qfw9bs,0,I finally finished unpacking.,finish,5
qfw2b0,0,How can I clear my mind successfully?,clear,8
qfuqzd,0,I hate this time of year,hate,6
qftphp,0,I just wanna feel heard,feel,5
qftn2a,0,Today I received what felt like a genuine compliment,receive,9
qft1mp,1,I got some pizza and left.,get,7
qfspvj,1,I love the rain.,love,5
qfsjje,0,I enjoy reorganizing my room every few months.,enjoy,9
qfqdhp,0,Uk M 20 Trying To Build Confidence,try,7
qfp5kp,0,Dogs bark in different languages,bark,5
qfoyme,0,Introducing Cats,introduce,2
qfmum8,0,Random girl told me that her best friend likes me,tell,10
qflpgd,1,I feel disappointed.,feel,4
qfl948,0,Thought about some work-life issues today,think,8
qfku04,1,Have you watched the new Fast&Furious movie?,watch,8
qfklnp,1,I feel good,feel,3
qf8evm,0,I love seeing people smile so much,love,7
qf7k87,0,I'm going on a date after a while,go,9
qf568p,1,Feel free to ask 😌,feel,5
qf4ril,1,Did I slip up and make an awkward comment?,slip,10
qf2t3i,1,"I realized that one, college kinda sucks.",realize,9
qezcm7,0,I think my family has a text group without me,think,10
qeyitb,1,I just want to be a better person.,want,9
qeyi4u,0,I finally got vaccinated,get,4
qeygu6,0,Cultural appropriation is going too far,go,6
qeygp7,1,Remember cassette tapes?,remember,4
qexeya,0,"I like short men ,,anyone else ?",like,9
qewsr5,0,"Sometimes, I don't feel like Myself",feel,8
qewckj,1,Are you feeling happy or are you feeling down?,feel,10
qew20g,1,*Please* reach out even to strangers.,reach,9
qevl2a,1,"If yes, would you like to change that?",like,10
qeuoue,0,Anyone else just procrastinate sleep for no reason?,procrastinate,9
qesvtk,0,Explain the internet for me!,explain,6
qep1kx,0,How are you spending your Sunday?,spend,7
qemmku,0,My heart doesn't race for anything anymore.,race,9
qel9xw,1,Love it but feel sick afterwards.,love,7
qel602,0,I'm feeling down.,feel,5
qeeitd,1,Everything seems to just be small talk.,seem,8
qedsdg,0,Have people stopped loving their jobs?,stop,7
qe9ngc,0,Do you vote on elections you know nothing about?,vote,10
qe91q9,0,Why are moustaches considered creepy?,consider,6
qe8vhf,0,Does anyone else bend their knees in an elevator?,bend,10
qe7058,0,Is talking out loud to yourself normal?,talk,8
qe4bij,0,Name my car,name,3
qe44w9,0,I just realised that it’s “r/90dayfiance”,realise,9
qe2wvb,1,I just want something that's not physical affection.,want,10
qdykfd,0,How often do you engage in deep conversation?,engage,9
qdye7s,1,"Hyperventilating, light headed, legs feel tingly.",feel,9
qdscch,0,I need help dumping an old friend circle.,need,9
qdrol4,0,Going out alone,go,3
qdqjyg,1,I’m high and I wanna talk.,be,8
qdqhm3,0,I folded 😶,fold,3
qdnxsj,0,How do you spend your work day?,spend,8
qdnt63,1,With the final shot my lust had been fulfilled.,fulfil,10
qdnks9,0,Random stranger laughed at me,laugh,5
qdms9h,0,Does anyone else hate kissing?,hate,6
qdmfwc,1,i can never choose a favorite.,choose,7
qdjv2q,1,Anyone else get that sort of idea?,get,8
qdilsg,0,It just feels good!,feel,5
qdi5so,0,Does anybody know a good prank?,know,7
qdhx5a,1,It made my day!,make,5
qdhpam,1,What's bringing you joy today?,bring,7
qdhixr,0,I love giving my friends nicknames!,love,7
qdfy99,0,What are you going to do for Halloween?,go,9
qdfebf,0,I want to talk to someone from another country,want,9
qdc9zu,0,Anyone else feel like the world is too big?,feel,10
qdakhk,0,I’m so embarassed,be,4
qdaan5,1,Venting feels good already.,feel,5
qda3na,0,Has anyone experienced this before?,experience,6
qd9uwc,0,Let's talk about your deepest thoughts and desires,let,9
qd99f5,0,What should I draw?,draw,5
qd98mc,0,Ever just spend all your money on snacks lol,spend,9
qd95f6,1,Nice one you absolute mongoose!,mongoose,6
qd7m7d,1,My tires are filled!,fill,5
qd5inw,0,I feel as if my life is moving too fast,feel,10
qd4viz,0,Have you ever had a job that you loved?,have,10
qd4m0m,0,Something huge happened today!!,happen,6
qd3ds4,0,Want To Share Some Music?,want,6
qd3ao7,0,Just ordered my first ever deathgrind vinyl,order,7
qd2wzi,0,I’m thinking about changing my life completely,think,8
qd2w0n,0,I compliment random people if I like something,compliment,8
qd2435,1,Does anyone else feel like this?,feel,7
qd1ja5,1,I feel pretty wearing it.,feel,6
qd17r8,0,I deleted my Facebook App.,delete,6
qd0hol,0,Let’s be friends !,let,5
qcto71,1,Stumbled upon it today randomly and wow!,stumble,8
qcst5n,0,Help me get stuff done!,help,6
qcsl8y,1,What do u think about winter.,think,7
qcrbv6,1,New haircut ruined my confidence.,ruin,6
qcra83,0,My friend believes she’s a witch,believe,7
qcje4o,0,Tell me your favorite spooky bops!,tell,7
qciywx,0,Some guy at work kind of ruined my night.,ruin,10
qcickl,1,Looking for long-term mature friends.,look,8
qci0gz,1,Looking for long-term good friends.,look,8
qchepo,0,Does anyone else smell a virus's unique smell?,smell,10
qcg68k,0,How do I engage with this person better?,engage,9
qcfbom,0,I don't care to be outside,care,7
qcfa9k,0,I almost got detention today.,get,6
qcer01,0,My professor can’t teach help,teach,6
qce7l7,1,Hope you enjoyed this life story.,hope,7
qca9gk,0,What instrument should I play?,play,6
qc7c6f,0,Going through a sensory overload,go,5
qc6v70,1,Sometimes I really enjoy my anxiety,enjoy,6
qc3qpc,0,I got the job!,get,5
qc20qq,0,Can someone please cheer me up a bit?,cheer,9
qc1025,0,At what age do you stop missing being young?,stop,10
qbz5uf,0,engraving an ipad!,engrave,4
qbxq36,0,How do dogs view people?,view,6
qbwrje,0,How do I start with anything?,start,7
qbt8z0,0,Made a friend!,make,4
qbstnx,1,Went to ER and nothing ended up being wrong.,go,10
qbssoy,0,Thinking about Christmas,think,3
qbsjht,0,What’s wrong with trying?,’,6
qbq8xa,0,I helped a stranger print her study guide today,help,9
qbm9g3,0,Does anyone else feel this?,feel,6
qbm7x8,0,I’m always thinking of living a different life.,think,10
qbjbrp,1,Feeling particularly lonely tonight.,feel,5
qbj6xa,1,Today I see another roach in the restroom.,see,9
qbgxkz,0,I mute ASMR cooking videos,mute,5
qbg6mi,0,I took preworkout for the first time,take,7
qbc9k5,1,I miss having a normal family.,miss,7
qbc04a,0,So I just cried in front of my boss,cry,9
qbbiof,0,Do ppl chat with older guys anymore?,chat,8
qbbfk5,0,I just built my first peice of furniture,build,8
qbapnr,0,A random stranger complimented my outfit today,compliment,7
qbamwb,0,Managed to convince my parents to unschool me,manage,8
qb5j1w,0,Why don’t I get approached by men?,approach,9
qb1v7g,0,I’m lonely tonight and just want some company,be,9
qazw8y,1,Does anyone else feel this way?,feel,7
qaznb5,0,I finally got a real adult job!,get,8
qazk27,0,Something adorable happened at work today.,happen,7
qaysmj,1,Returned an item for the first time.,return,8
qayh24,0,After being fired they wanted me back,want,7
qavnf6,0,I like a guy I met online?,like,8
qarzp9,0,The future just seems so daunting.,seem,7
qareli,0,i got talked out of suicide today,talk,7
qaoa24,1,Someone please help lol,help,4
qamnds,0,I’m finally actually saving money,save,6
qambfr,0,I BOMBED a public presentation and am humiliated,bomb,8
qam2q4,0,I’m quitting my job,quit,5
qaldcl,0,How to make friends,make,4
qaj30y,0,just got rejected for an exchange student opportunity,reject,8
qaj03a,0,Why did Carrot Top turn into a hideous demon?,turn,10
qaer0n,0,Has anyone *learned* to be funny?,learn,9
qae17e,0,Feeling very needy.,feel,4
qae09t,1,I used to play golf with great results.,use,9
qacsx3,0,Can we all just admit that looks do matter.,admit,10
qac0au,0,It’s officially that time of year…,’,8
qa08xg,0,Which brand of energy drink do you prefer?,prefer,9
q9zsji,1,I absolutely adore math.,adore,5
q9zmwr,0,Do you remember the first friendship you ended?,remember,9
q9y91a,1,I want to talk about AI.,want,7
q9xqr7,0,Just came back from my first alone trip.,come,9
q9t23r,0,Does anyone else wonder why they are not rich?,wonder,10
q9rw92,1,Think.,think,2
q9rt0w,0,Think.,think,2
q9olax,0,I’m nervous and have no one to talk to,be,10
q9k4il,0,Tipping before service?,tip,4
q9jh3v,0,I hate getting upset over the little things...,hate,9
q9f83r,0,I overstayed my welcome at my parents' home...,overstay,10
q9c78y,0,I’m so happy right now,be,6
q9blyi,1,Do they eat too little without realizing?,eat,8
q99dbc,0,Why do people hate going to work?,hate,8
q98jqy,0,I got punched in the face today,punch,7
q985bm,0,I regret introducing myself by mentioning that I watch hockey,regret,10
q97tws,0,I’m Desperate to Have a Friend,be,7
q97sr6,0,Mum gave me my own baby album...,give,8
q946jb,0,Do you belive in bad luck?,belive,7
q93u4i,0,I hate having to pull all-nighters,hate,8
q91jcn,0,Almost couldn’t see a movie with my buddy,see,9
q914ye,0,I don't like my job,like,6
q8rjob,0,I don't recognize myself,recognize,5
q8qiv3,0,"Does ""trivial"" misinformation bother you?",bother,8
q8o3kt,0,I finally graduated!,graduate,4
q8nyhf,1,I got this interview for today.,get,7
q8m82r,0,Are you reading anything good right now?,read,8
q8lpbs,0,Hate my life,hate,3
q8lc1h,0,The girl at Dunkin Donuts made me cry today,make,9
q8kr1m,0,Text to Speech has made me a better reader.,make,10
q8h8uu,0,Anyone else never call their SO by their name?,call,10
q8g9iz,0,Just bombed my Calculus 2 Test,bomb,6
q8elbc,0,How do you sell your wares online?,sell,8
q8ejyw,1,I finally got my closure!,get,6
q8e56c,0,I just finished an art project,finish,6
q8d9m0,0,"Dude, I'm just loving life right now!",love,10
q8cl96,0,I like looking for fossils!,like,6
q8chru,0,I was called strong today,call,5
q8a8an,0,"So, I am sitting at my neighborhood bar...",sit,10
q890o2,1,Trying to not be depressed but life sometimes...,try,9
q871i0,1,I need friends.,need,4
q86r26,1,How do you typically spend your weekends?,spend,8
q86e6q,0,I miss the cuddling the most!,miss,7
q84atr,0,Help me name the cat I just adopted,help,8
q81d5l,0,I got into a nursing program.,get,7
q80e1v,0,What Are You Watching?,watch,5
q7wy72,0,I love my dog,love,4
q7wnyh,1,Im approaching 40.,approach,5
q7v06a,1,So remove this if such posts aren't allowed,remove,9
q7umnn,0,Why do you prefer this sub over others?,prefer,9
q7td0w,0,How do you maintain the balance?,maintain,7
q7svv8,0,I just shaved my head,shave,5
q7sqtn,1,Recently my mental health has improved.,improve,7
q7qgfc,0,Looking for help making friends at a my new school,look,10
q7j19d,0,Supply Chain Problem Solved,solve,4
q7fpja,1,I'm trapped under my sleeping baby boy.,trap,9
q7ff5h,0,How do you make friends as an adult?,make,9
q7ehs5,0,William Shatner went to space this morning.,go,8
q7bcf0,1,I got accepted into my target Physician Assistant program.,accept,10
q7azv4,0,Holidaying by Myself!,holiday,4
q79gyj,0,You know what I appreciate?,know,6
q78b0l,0,M19 Looking for female friends,look,5
q76dzs,0,List your hallucinations,list,3
q71vl3,0,Showing off guns,show,3
q6ywkp,0,I love the German health system.,love,7
q6y4b7,0,Feeling so antsy.,feel,4
q6xies,0,I passed my driver's test today!,pass,8
q6wbqj,1,Do you want kids?,want,5
q6w1xn,0,A classmate called me an “icon”,call,8
q6vss2,0,Need virtual hugs after breakup,need,5
q6rng6,0,I felt stupid about dealing with my former internship supervisor,feel,10
q6rmya,0,I want all views,want,4
q6q0xv,0,I got a history test in 30 minutes,get,8
q6o1a4,0,How so you respond to compliments?,respond,7
q6m7yz,0,I love my best friend.,love,6
q6khdf,0,"What do you believe ""you"" are?",believe,9
q6k4aj,0,I think I need a new hobby,think,7
q693lq,0,People need to stop keeping fish in poor conditions.,need,10
q66tut,0,i just rlly hate jellyfish,hate,5
q66az4,1,Mine is stargazing.,stargaze,4
q60536,0,I cheated,cheat,2
q5zh2m,0,Just agreed to be a first time foster family,agree,9
q5yr22,1,I feel so stupid.,feel,5
q5y3jn,0,How do you deal with a quarter life crisis,deal,9
q5xisn,1,I've always wanted to learn to figure skate.,want,10
q5wy2d,0,I want your opinion,want,4
q5wlsw,1,Not looking for fame and fortune.,look,7
q5w3hz,0,I'm going to get some free time today!,go,10
q5w10x,0,Do you need to know pop culture?,need,8
q5vdjb,0,been feeling really down,feel,4
q5ujpd,0,Should I leave a job after six months?,leave,9
q5sr0g,0,"texts vs meeting, what's happening?",happen,8
q5omt6,1,The first year I hated it.,hate,7
q5mo2x,0,I’m I overreacting.,be,5
q5hrq1,0,Join The New L,join,4
q5h50q,0,Mick Mars is severely overrated.,overrate,6
q5h2cm,0,I’ve felt pretty “off today”,feel,8
q5gs15,0,I just tried to smoke my first cigar,try,8
q5gnjr,0,I wanna try this new feature,try,6
q5fmk2,0,Making friends when you dont drink?,make,8
q5cocy,0,Cant find a cartoon from back in the day,find,10
q5brab,0,I want to change my name,want,6
q5a2so,0,Can you help me?,help,5
q59vyb,0,Do you freeze the boiling water for a pasta?,freeze,10
q58zqk,1,What to text back?,text,5
q58c75,0,I love my tea-time,love,6
q58al5,0,I get to see my old cat today,get,8
q53nms,0,I love my friend's nickname for me,love,8
q53ckr,0,Tell me your story,tell,4
q4xlwr,1,I’m extremely bored on a Saturday night.,be,9
q4xdc4,0,What do you guys like to eat honey with?,like,10
q4uw7w,0,My Art Class finally came through,come,6
q4usyv,0,Feel like I’m stuck in the matrix.,feel,9
q4u4pc,0,I’m having a great day,have,6
q4myf0,0,Ending loneliness,end,2
q4m44r,0,Just finished watching all three Harold and Kumar movies.,finish,10
q4jznz,0,Have you ever made friends with your physician?,make,9
q4iyl4,0,How do I answer to this text?,answer,8
q4h3vp,1,What makes you feel better when upset?,make,8
q4gwd4,0,I couldn't stand up for someone when needed,stand,9
q4cayr,0,Got not 1 but 2 free ice creams from somcdonalds,got,10
q46rys,0,Tell me your favorite color and color combo.,tell,9
q46qmu,1,Reply if interested.,reply,4
q4341s,0,Hey guys having a shit day just wanted to share,want,10
q42g8w,0,Deleting Facebook / Instagram have improved my mental health.,improve,10
q41luj,0,"I just ordered an iPad, the website still processing",process,10
q3z6u2,0,Is anyone dressing up for Halloween this year?,dress,9
q3ws9q,0,Is he flirting with me?,flirt,6
q3v5zv,1,I told my crush I felt about her today.,tell,10
q3skit,1,The game feels very new but also familiar.,feel,9
q3q7z8,1,So why do I feel like crap,feel,7
q3n7yu,1,It also made me cry multiple times.,make,8
q3min6,0,How do you feel about double dates?,feel,8
q3m8zw,0,Was he telling me he needs money?,tell,8
q3lzyh,0,Has anyone ever not reposted chain posts?,reposte,8
q3l5fd,0,Feeling a Little down About our gaming,feel,7
q3kse9,0,How to keep myself from boredom,keep,6
